no Report #

1








"EDRP-3m_1-18GHz-EMCO-W25-W26-miteq-AFS4x_dBuV-dBm"
C:\EMINI\LIMITS\EN300220-TX.lim
C:\EMINI\LIMITS\EN300220-RX.lim
1
6
0
C:\EMINI\TRANSDUCER\EDRP-EMCO3115-3m-ARCS03.TRS
C:\EMINI\TRANSDUCER\miteq0_1-18Ghz_SN953462.trs
C:\EMINI\TRANSDUCER\dbuV-dbm+2_15dB_( erp-eirp).TRS
36
0,-25.7550092744
10,-25.6359067963
20,-25.4489408539
30,-24.6415144013
40,-23.7103887604
50,-21.6016431855
60,-19.780354123
70,-19.5423589753
80,-20.1216398286
90,-21.7366338776
100,-23.4809194611
110,-24.8303152131
120,-25.0319868134
130,-25.0723844575
140,-25.2125059174
150,-25.6581693696
160,-27.1118703889
170,-29.3696676301
180,-28.1661993073
190,-26.5505300568
200,-26.4672323273
210,-28.5425077485
220,-35.4037099885
230,-31.4850317048
240,-29.7089658784
250,-30.4583746003
260,-35.7290121125
270,-28.7334600495
280,-25.5530019807
290,-23.1299673127
300,-21.3087392853
310,-19.7701421784
320,-18.800640683
330,-18.7115560578
340,-19.315926175
350,-21.1236616181
360,-23.6380582856
5
FG ,2440.0087,-18.71
LO,868.45,0
2*FG,1736.6,0
3*FG,2604.9,0
4*FG,3473.2,0
5*FG,4341.5,-99
4
10
Vertikal
File-ENDE EIRP Datensatz
